"Fragment","Date.0","Genotype.0","Tank.0","A_Tank.0","Nutrients.0","Disease.0","YII.0","Sample.0","Date.2","Genotype.2","Tank.2","A_Tank.2","Nutrients.2","Disease.2","YII.2","Sample.2","Date.3","Genotype.3","Tank.3","A_Tank.3","Nutrients.3","Disease.3","YII.3","Sample.3","Date.4","Genotype.4","Tank.4","A_Tank.4","Nutrients.4","Disease.4","YII.4","Sample.4","Date.5","Genotype.5","Tank.5","A_Tank.5","Nutrients.5","Disease.5","YII.5","Sample.5","Date.6","Genotype.6","Tank.6","A_Tank.6","Nutrients.6","Disease.6","YII.6","Sample.6","Date.7","Genotype.7","Tank.7","A_Tank.7","Nutrients.7","Disease.7","YII.7","Sample.7","Date.8","Genotype.8","Tank.8","A_Tank.8","Nutrients.8","Disease.8","YII.8","Sample.8","Date.9","Genotype.9","Tank.9","A_Tank.9","Nutrients.9","Disease.9","YII.9","Sample.9","Date.10","Genotype.10","Tank.10","A_Tank.10","Nutrients.10","Disease.10","YII.10","Sample.10","Date.11","Genotype.11","Tank.11","A_Tank.11","Nutrients.11","Disease.11","YII.11","Sample.11","Date.12","Genotype.12","Tank.12","A_Tank.12","Nutrients.12","Disease.12","YII.12","Sample.12","Date.13","Genotype.13","Tank.13","A_Tank.13","Nutrients.13","Disease.13","YII.13","Sample.13"
"A174","2020-08-12","K2","10","6","Ambient","Pathogen",0.68,"2020-08-12_A174","2020-09-02","K2","6","6","Ambient","Pathogen",0.614,"2020-09-02_A174","2020-09-11","K2","6","6","Ambient","Pathogen",0.62,"2020-09-11_A174","2020-09-18","K2","6","6","Ambient","Pathogen",0.547,"2020-09-18_A174","2020-09-22","K2","6","6","Ambient","Pathogen",0.534,"2020-09-22_A174","2020-09-25","K2","6","6","Ambient","Pathogen",0.556,"2020-09-25_A174","2020-10-02","K2","6","6","Ambient","Pathogen",0.57,"2020-10-02_A174","2020-10-09","K2","6","6","Ambient","Pathogen",0.524,"2020-10-09_A174","2020-10-15","K2","2","6","Ambient","Pathogen",0.578,"2020-10-15_A174","2020-10-23","K2","2","6","Ambient","Pathogen",0.534,"2020-10-23_A174","2020-10-29","K2","2","6","Ambient","Pathogen",0.533,"2020-10-29_A174","2020-10-30","K2","2","6","Ambient","Pathogen",0.534,"2020-10-30_A174",NA,NA,NA,NA,NA,NA,NA,NA
"A006","2020-08-12","U44","11","2","Ambient","Placebo",0.688,"2020-08-12_A006","2020-09-02","U44","8","2","Ambient","Placebo",0.667,"2020-09-02_A006","2020-09-11","U44","8","2","Ambient","Placebo",0.646,"2020-09-11_A006","2020-09-18","U44","2","2","Ambient","Placebo",0.639,"2020-09-18_A006","2020-09-22","U44","2","2","Ambient","Placebo",0.609,"2020-09-22_A006","2020-09-25","U44","2","2","Ambient","Placebo",0.593,"2020-09-25_A006","2020-10-02","U44","2","2","Ambient","Placebo",0.597,"2020-10-02_A006","2020-10-09","U44","2","2","Ambient","Placebo",0.581,"2020-10-09_A006","2020-10-15","U44","6","2","Ambient","Placebo",0.536,"2020-10-15_A006","2020-10-23","U44","6","2","Ambient","Placebo",0.547,"2020-10-23_A006",NA,NA,NA,NA,NA,NA,NA,NA,"2020-10-30","U44","6","2","Ambient","Placebo",0.539,"2020-10-30_A006","2020-11-06","U44","4","2","Ambient","Pathogen",0.527,"2020-11-06_A006"
"A011","2020-08-12","U44","11","3","NH4","Pathogen",0.685,"2020-08-12_A011","2020-09-04","U44","7","3","NH4","Pathogen",0.579,"2020-09-04_A011","2020-09-11","U44","3","3","NH4","Pathogen",0.658,"2020-09-11_A011","2020-09-18","U44","3","3","NH4","Pathogen",0.615,"2020-09-18_A011","2020-09-22","U44","3","3","NH4","Pathogen",0.622,"2020-09-22_A011","2020-09-25","U44","3","3","NH4","Pathogen",0.612,"2020-09-25_A011","2020-10-02","U44","3","3","NH4","Pathogen",0.594,"2020-10-02_A011","2020-10-09","U44","3","3","NH4","Pathogen",0.594,"2020-10-09_A011","2020-10-15","U44","3","3","NH4","Pathogen",0.547,"2020-10-15_A011","2020-10-23","U44","3","3","NH4","Pathogen",0.632,"2020-10-23_A011",NA,NA,NA,NA,NA,NA,NA,NA,"2020-10-30","U44","3","3","NH4","Pathogen",0.539,"2020-10-30_A011","2020-11-06","U44","2","3","NH4","Pathogen",0.604,"2020-11-06_A011"
"A067","2020-08-12","U44","11","7","NH4","Pathogen",0.691,"2020-08-12_A067","2020-09-02","U44","1","7","NH4","Pathogen",0.672,"2020-09-02_A067","2020-09-11","U44","1","7","NH4","Pathogen",0.685,"2020-09-11_A067","2020-09-18","U44","7","7","NH4","Pathogen",0.592,"2020-09-18_A067","2020-09-22","U44","7","7","NH4","Pathogen",0.611,"2020-09-22_A067","2020-09-25","U44","7","7","NH4","Pathogen",0.62,"2020-09-25_A067","2020-10-02","U44","7","7","NH4","Pathogen",0.612,"2020-10-02_A067","2020-10-09","U44","7","7","NH4","Pathogen",0.558,"2020-10-09_A067","2020-10-15","U44","3","7","NH4","Pathogen",0.618,"2020-10-15_A067","2020-10-23","U44","3","7","NH4","Pathogen",0.623,"2020-10-23_A067",NA,NA,NA,NA,NA,NA,NA,NA,"2020-10-30","U44","3","7","NH4","Pathogen",0.584,"2020-10-30_A067","2020-11-06","U44","2","7","NH4","Pathogen",0.578,"2020-11-06_A067"
"A071","2020-08-12","U44","11","4","NH4","Placebo",0.679,"2020-08-12_A071","2020-09-02","U44","4","4","NH4","Placebo",0.653,"2020-09-02_A071","2020-09-11","U44","4","4","NH4","Placebo",0.668,"2020-09-11_A071","2020-09-18","U44","4","4","NH4","Placebo",0.564,"2020-09-18_A071","2020-09-22","U44","4","4","NH4","Placebo",0.606,"2020-09-22_A071","2020-09-25","U44","4","4","NH4","Placebo",0.607,"2020-09-25_A071","2020-10-02","U44","4","4","NH4","Placebo",0.554,"2020-10-02_A071","2020-10-09","U44","4","4","NH4","Placebo",0.608,"2020-10-09_A071","2020-10-15","U44","8","4","NH4","Placebo",0.614,"2020-10-15_A071","2020-10-23","U44","8","4","NH4","Placebo",0.609,"2020-10-23_A071",NA,NA,NA,NA,NA,NA,NA,NA,"2020-10-30","U44","8","4","NH4","Placebo",0.562,"2020-10-30_A071","2020-11-06","U44","6","4","NH4","Placebo",0.596,"2020-11-06_A071"
"A085","2020-08-12","U44","11","2","Ambient","Pathogen",0.683,"2020-08-12_A085","2020-09-02","U44","8","2","Ambient","Pathogen",0.674,"2020-09-02_A085","2020-09-11","U44","8","2","Ambient","Pathogen",0.671,"2020-09-11_A085","2020-09-18","U44","2","2","Ambient","Pathogen",0.59,"2020-09-18_A085","2020-09-22","U44","2","2","Ambient","Pathogen",0.591,"2020-09-22_A085","2020-09-25","U44","2","2","Ambient","Pathogen",0.583,"2020-09-25_A085","2020-10-02","U44","2","2","Ambient","Pathogen",0.545,"2020-10-02_A085","2020-10-09","U44","2","2","Ambient","Pathogen",0.504,"2020-10-09_A085","2020-10-15","U44","2","2","Ambient","Pathogen",0.625,"2020-10-15_A085","2020-10-23","U44","2","2","Ambient","Pathogen",0.583,"2020-10-23_A085","2020-10-29","U44","2","2","Ambient","Pathogen",0.578,"2020-10-29_A085","2020-10-30","U44","2","2","Ambient","Pathogen",0.538,"2020-10-30_A085",NA,NA,NA,NA,NA,NA,NA,NA
"A091","2020-08-12","U44","11","5","Ambient","Placebo",0.684,"2020-08-12_A091","2020-09-02","U44","5","5","Ambient","Placebo",0.686,"2020-09-02_A091","2020-09-11","U44","5","5","Ambient","Placebo",0.629,"2020-09-11_A091","2020-09-18","U44","5","5","Ambient","Placebo",0.659,"2020-09-18_A091","2020-09-22","U44","5","5","Ambient","Placebo",0.641,"2020-09-22_A091","2020-09-25","U44","5","5","Ambient","Placebo",0.641,"2020-09-25_A091","2020-10-02","U44","5","5","Ambient","Placebo",0.561,"2020-10-02_A091","2020-10-09","U44","5","5","Ambient","Placebo",0.557,"2020-10-09_A091","2020-10-15","U44","5","5","Ambient","Placebo",0.59,"2020-10-15_A091","2020-10-23","U44","5","5","Ambient","Placebo",0.583,"2020-10-23_A091",NA,NA,NA,NA,NA,NA,NA,NA,"2020-10-30","U44","5","5","Ambient","Placebo",0.544,"2020-10-30_A091","2020-11-06","U44","3","5","Ambient","Placebo",0.521,"2020-11-06_A091"
"A102","2020-08-12","U44","11","4","NH4","Pathogen",0.674,"2020-08-12_A102","2020-09-02","U44","4","4","NH4","Pathogen",0.685,"2020-09-02_A102","2020-09-11","U44","4","4","NH4","Pathogen",0.698,"2020-09-11_A102","2020-09-18","U44","4","4","NH4","Pathogen",0.665,"2020-09-18_A102","2020-09-22","U44","4","4","NH4","Pathogen",0.655,"2020-09-22_A102","2020-09-25","U44","4","4","NH4","Pathogen",0.654,"2020-09-25_A102","2020-10-02","U44","4","4","NH4","Pathogen",0.553,"2020-10-02_A102","2020-10-09","U44","4","4","NH4","Pathogen",0.622,"2020-10-09_A102","2020-10-15","U44","4","4","NH4","Pathogen",0.626,"2020-10-15_A102","2020-10-23","U44","4","4","NH4","Pathogen",0.573,"2020-10-23_A102",NA,NA,NA,NA,NA,NA,NA,NA,"2020-10-30","U44","4","4","NH4","Pathogen",0.615,"2020-10-30_A102","2020-11-06","U44","3","4","NH4","Pathogen",0.618,"2020-11-06_A102"
"A104","2020-08-12","U44","11","1","Ambient","Pathogen",0.676,"2020-08-12_A104","2020-09-02","U44","3","1","Ambient","Pathogen",0.67,"2020-09-02_A104","2020-09-11","U44","7","1","Ambient","Pathogen",0.661,"2020-09-11_A104","2020-09-18","U44","1","1","Ambient","Pathogen",0.645,"2020-09-18_A104","2020-09-22","U44","1","1","Ambient","Pathogen",0.553,"2020-09-22_A104","2020-09-25","U44","1","1","Ambient","Pathogen",0.639,"2020-09-25_A104","2020-10-02","U44","1","1","Ambient","Pathogen",0.639,"2020-10-02_A104","2020-10-09","U44","1","1","Ambient","Pathogen",0.619,"2020-10-09_A104","2020-10-15","U44","1","1","Ambient","Pathogen",0.618,"2020-10-15_A104","2020-10-23","U44","1","1","Ambient","Pathogen",0.597,"2020-10-23_A104",NA,NA,NA,NA,NA,NA,NA,NA,"2020-10-30","U44","1","1","Ambient","Pathogen",0.535,"2020-10-30_A104","2020-11-06","U44","1","1","Ambient","Pathogen",0.539,"2020-11-06_A104"
"A105","2020-08-12","U44","11","7","NH4","Placebo",0.676,"2020-08-12_A105","2020-09-02","U44","1","7","NH4","Placebo",0.64,"2020-09-02_A105","2020-09-11","U44","1","7","NH4","Placebo",0.593,"2020-09-11_A105","2020-09-18","U44","7","7","NH4","Placebo",0.636,"2020-09-18_A105","2020-09-22","U44","7","7","NH4","Placebo",0.632,"2020-09-22_A105","2020-09-25","U44","7","7","NH4","Placebo",0.613,"2020-09-25_A105","2020-10-02","U44","7","7","NH4","Placebo",0.584,"2020-10-02_A105","2020-10-09","U44","7","7","NH4","Placebo",0.594,"2020-10-09_A105","2020-10-15","U44","7","7","NH4","Placebo",0.56,"2020-10-15_A105","2020-10-23","U44","7","7","NH4","Placebo",0.578,"2020-10-23_A105",NA,NA,NA,NA,NA,NA,NA,NA,"2020-10-30","U44","7","7","NH4","Placebo",0.599,"2020-10-30_A105","2020-11-06","U44","5","7","NH4","Placebo",0.512,"2020-11-06_A105"
"A106","2020-08-12","U44","11","3","NH4","Placebo",0.678,"2020-08-12_A106","2020-09-02","U44","7","3","NH4","Placebo",0.692,"2020-09-02_A106","2020-09-11","U44","3","3","NH4","Placebo",0.666,"2020-09-11_A106","2020-09-18","U44","3","3","NH4","Placebo",0.552,"2020-09-18_A106","2020-09-22","U44","3","3","NH4","Placebo",0.64,"2020-09-22_A106","2020-09-25","U44","3","3","NH4","Placebo",0.621,"2020-09-25_A106","2020-10-02","U44","3","3","NH4","Placebo",0.626,"2020-10-02_A106","2020-10-09","U44","3","3","NH4","Placebo",0.598,"2020-10-09_A106","2020-10-15","U44","7","3","NH4","Placebo",0.596,"2020-10-15_A106","2020-10-23","U44","7","3","NH4","Placebo",0.614,"2020-10-23_A106",NA,NA,NA,NA,NA,NA,NA,NA,"2020-10-30","U44","7","3","NH4","Placebo",0.612,"2020-10-30_A106","2020-11-06","U44","5","3","NH4","Placebo",0.547,"2020-11-06_A106"
"A109","2020-08-12","U44","11","5","Ambient","Placebo",0.681,"2020-08-12_A109","2020-09-02","U44","5","5","Ambient","Placebo",0.669,"2020-09-02_A109","2020-09-11","U44","5","5","Ambient","Placebo",0.642,"2020-09-11_A109","2020-09-18","U44","5","5","Ambient","Placebo",0.646,"2020-09-18_A109","2020-09-22","U44","5","5","Ambient","Placebo",0.595,"2020-09-22_A109","2020-09-25","U44","5","5","Ambient","Placebo",0.631,"2020-09-25_A109","2020-10-02","U44","5","5","Ambient","Placebo",0.618,"2020-10-02_A109","2020-10-09","U44","5","5","Ambient","Placebo",0.598,"2020-10-09_A109","2020-10-15","U44","5","5","Ambient","Placebo",0.594,"2020-10-15_A109","2020-10-23","U44","5","5","Ambient","Placebo",0.557,"2020-10-23_A109",NA,NA,NA,NA,NA,NA,NA,NA,"2020-10-30","U44","5","5","Ambient","Placebo",0.576,"2020-10-30_A109","2020-11-06","U44","3","5","Ambient","Placebo",0.467,"2020-11-06_A109"
"A111","2020-08-12","U44","11","8","NH4","Pathogen",0.681,"2020-08-12_A111","2020-09-02","U44","2","8","NH4","Pathogen",0.676,"2020-09-02_A111","2020-09-11","U44","2","8","NH4","Pathogen",0.66,"2020-09-11_A111","2020-09-18","U44","8","8","NH4","Pathogen",0.6,"2020-09-18_A111","2020-09-22","U44","8","8","NH4","Pathogen",0.58,"2020-09-22_A111","2020-09-25","U44","8","8","NH4","Pathogen",0.561,"2020-09-25_A111","2020-10-02","U44","8","8","NH4","Pathogen",0.577,"2020-10-02_A111","2020-10-09","U44","8","8","NH4","Pathogen",0.595,"2020-10-09_A111","2020-10-15","U44","4","8","NH4","Pathogen",0.622,"2020-10-15_A111","2020-10-23","U44","4","8","NH4","Pathogen",0.612,"2020-10-23_A111",NA,NA,NA,NA,NA,NA,NA,NA,"2020-10-30","U44","4","8","NH4","Pathogen",0.628,"2020-10-30_A111","2020-11-06","U44","3","8","NH4","Pathogen",0.585,"2020-11-06_A111"
"A113","2020-08-12","U44","11","1","Ambient","Pathogen",0.678,"2020-08-12_A113","2020-09-02","U44","3","1","Ambient","Pathogen",0.695,"2020-09-02_A113","2020-09-11","U44","7","1","Ambient","Pathogen",0.664,"2020-09-11_A113","2020-09-18","U44","1","1","Ambient","Pathogen",0.654,"2020-09-18_A113","2020-09-22","U44","1","1","Ambient","Pathogen",0.621,"2020-09-22_A113","2020-09-25","U44","1","1","Ambient","Pathogen",0.639,"2020-09-25_A113","2020-10-02","U44","1","1","Ambient","Pathogen",0.629,"2020-10-02_A113","2020-10-09","U44","1","1","Ambient","Pathogen",0.605,"2020-10-09_A113","2020-10-15","U44","1","1","Ambient","Pathogen",0.624,"2020-10-15_A113","2020-10-23","U44","1","1","Ambient","Pathogen",0.599,"2020-10-23_A113",NA,NA,NA,NA,NA,NA,NA,NA,"2020-10-30","U44","1","1","Ambient","Pathogen",0.615,"2020-10-30_A113","2020-11-06","U44","1","1","Ambient","Pathogen",0.588,"2020-11-06_A113"
"A120","2020-08-12","U44","11","1","Ambient","Placebo",0.676,"2020-08-12_A120","2020-09-02","U44","3","1","Ambient","Placebo",0.639,"2020-09-02_A120","2020-09-11","U44","7","1","Ambient","Placebo",0.674,"2020-09-11_A120","2020-09-18","U44","1","1","Ambient","Placebo",0.629,"2020-09-18_A120","2020-09-22","U44","1","1","Ambient","Placebo",0.626,"2020-09-22_A120","2020-09-25","U44","1","1","Ambient","Placebo",0.612,"2020-09-25_A120","2020-10-02","U44","1","1","Ambient","Placebo",0.629,"2020-10-02_A120","2020-10-09","U44","1","1","Ambient","Placebo",0.566,"2020-10-09_A120","2020-10-15","U44","5","1","Ambient","Placebo",0.602,"2020-10-15_A120","2020-10-23","U44","5","1","Ambient","Placebo",0.625,"2020-10-23_A120",NA,NA,NA,NA,NA,NA,NA,NA,"2020-10-30","U44","5","1","Ambient","Placebo",0.597,"2020-10-30_A120","2020-11-06","U44","3","1","Ambient","Placebo",0.552,"2020-11-06_A120"
"A121","2020-08-12","U44","11","5","Ambient","Pathogen",0.68,"2020-08-12_A121","2020-09-02","U44","5","5","Ambient","Pathogen",0.669,"2020-09-02_A121","2020-09-11","U44","5","5","Ambient","Pathogen",0.651,"2020-09-11_A121","2020-09-18","U44","5","5","Ambient","Pathogen",0.645,"2020-09-18_A121","2020-09-22","U44","5","5","Ambient","Pathogen",0.617,"2020-09-22_A121","2020-09-25","U44","5","5","Ambient","Pathogen",0.608,"2020-09-25_A121","2020-10-02","U44","5","5","Ambient","Pathogen",0.612,"2020-10-02_A121","2020-10-09","U44","5","5","Ambient","Pathogen",0.604,"2020-10-09_A121","2020-10-15","U44","1","5","Ambient","Pathogen",0.589,"2020-10-15_A121","2020-10-23","U44","1","5","Ambient","Pathogen",0.563,"2020-10-23_A121",NA,NA,NA,NA,NA,NA,NA,NA,"2020-10-30","U44","1","5","Ambient","Pathogen",0.594,"2020-10-30_A121",NA,NA,NA,NA,NA,NA,NA,NA
"A122","2020-08-12","U44","11","6","Ambient","Placebo",0.663,"2020-08-12_A122","2020-09-02","U44","6","6","Ambient","Placebo",0.682,"2020-09-02_A122","2020-09-11","U44","6","6","Ambient","Placebo",0.632,"2020-09-11_A122","2020-09-18","U44","6","6","Ambient","Placebo",0.608,"2020-09-18_A122","2020-09-22","U44","6","6","Ambient","Placebo",0.593,"2020-09-22_A122","2020-09-25","U44","6","6","Ambient","Placebo",0.603,"2020-09-25_A122","2020-10-02","U44","6","6","Ambient","Placebo",0.59,"2020-10-02_A122","2020-10-09","U44","6","6","Ambient","Placebo",0.55,"2020-10-09_A122","2020-10-15","U44","6","6","Ambient","Placebo",0.555,"2020-10-15_A122","2020-10-23","U44","6","6","Ambient","Placebo",0.58,"2020-10-23_A122",NA,NA,NA,NA,NA,NA,NA,NA,"2020-10-30","U44","6","6","Ambient","Placebo",0.552,"2020-10-30_A122","2020-11-06","U44","4","6","Ambient","Pathogen",0.569,"2020-11-06_A122"
"A127","2020-08-12","U44","11","7","NH4","Placebo",0.668,"2020-08-12_A127","2020-09-02","U44","1","7","NH4","Placebo",0.665,"2020-09-02_A127","2020-09-11","U44","1","7","NH4","Placebo",0.661,"2020-09-11_A127","2020-09-18","U44","7","7","NH4","Placebo",0.666,"2020-09-18_A127","2020-09-22","U44","7","7","NH4","Placebo",0.638,"2020-09-22_A127","2020-09-25","U44","7","7","NH4","Placebo",0.588,"2020-09-25_A127","2020-10-02","U44","7","7","NH4","Placebo",0.56,"2020-10-02_A127","2020-10-09","U44","7","7","NH4","Placebo",0.563,"2020-10-09_A127","2020-10-15","U44","7","7","NH4","Placebo",0.61,"2020-10-15_A127","2020-10-23","U44","7","7","NH4","Placebo",0.616,"2020-10-23_A127",NA,NA,NA,NA,NA,NA,NA,NA,"2020-10-30","U44","7","7","NH4","Placebo",0.608,"2020-10-30_A127","2020-11-06","U44","5","7","NH4","Placebo",0.577,"2020-11-06_A127"
"A128","2020-08-12","U44","11","6","Ambient","Placebo",0.681,"2020-08-12_A128","2020-09-02","U44","6","6","Ambient","Placebo",0.638,"2020-09-02_A128","2020-09-11","U44","6","6","Ambient","Placebo",0.661,"2020-09-11_A128","2020-09-18","U44","6","6","Ambient","Placebo",0.626,"2020-09-18_A128","2020-09-22","U44","6","6","Ambient","Placebo",0.608,"2020-09-22_A128","2020-09-25","U44","6","6","Ambient","Placebo",0.607,"2020-09-25_A128","2020-10-02","U44","6","6","Ambient","Placebo",0.606,"2020-10-02_A128","2020-10-09","U44","6","6","Ambient","Placebo",0.588,"2020-10-09_A128","2020-10-15","U44","6","6","Ambient","Placebo",0.574,"2020-10-15_A128","2020-10-23","U44","6","6","Ambient","Placebo",0.573,"2020-10-23_A128",NA,NA,NA,NA,NA,NA,NA,NA,"2020-10-30","U44","6","6","Ambient","Placebo",0.588,"2020-10-30_A128","2020-11-06","U44","4","6","Ambient","Pathogen",0.571,"2020-11-06_A128"
"A129","2020-08-12","U44","11","4","NH4","Pathogen",0.667,"2020-08-12_A129","2020-09-02","U44","4","4","NH4","Pathogen",0.676,"2020-09-02_A129","2020-09-11","U44","4","4","NH4","Pathogen",0.674,"2020-09-11_A129","2020-09-18","U44","4","4","NH4","Pathogen",0.637,"2020-09-18_A129","2020-09-22","U44","4","4","NH4","Pathogen",0.633,"2020-09-22_A129","2020-09-25","U44","4","4","NH4","Pathogen",0.627,"2020-09-25_A129","2020-10-02","U44","4","4","NH4","Pathogen",0.513,"2020-10-02_A129","2020-10-09","U44","4","4","NH4","Pathogen",0.621,"2020-10-09_A129","2020-10-15","U44","4","4","NH4","Pathogen",0.587,"2020-10-15_A129","2020-10-23","U44","4","4","NH4","Pathogen",0.627,"2020-10-23_A129",NA,NA,NA,NA,NA,NA,NA,NA,"2020-10-30","U44","4","4","NH4","Pathogen",0.618,"2020-10-30_A129","2020-11-06","U44","3","4","NH4","Pathogen",0.584,"2020-11-06_A129"
"A130","2020-08-12","U44","11","3","NH4","Pathogen",0.686,"2020-08-12_A130","2020-09-02","U44","7","3","NH4","Pathogen",0.688,"2020-09-02_A130","2020-09-11","U44","3","3","NH4","Pathogen",0.598,"2020-09-11_A130","2020-09-18","U44","3","3","NH4","Pathogen",0.614,"2020-09-18_A130","2020-09-22","U44","3","3","NH4","Pathogen",0.643,"2020-09-22_A130","2020-09-25","U44","3","3","NH4","Pathogen",0.634,"2020-09-25_A130","2020-10-02","U44","3","3","NH4","Pathogen",0.574,"2020-10-02_A130","2020-10-09","U44","3","3","NH4","Pathogen",0.617,"2020-10-09_A130","2020-10-15","U44","3","3","NH4","Pathogen",0.636,"2020-10-15_A130","2020-10-23","U44","3","3","NH4","Pathogen",0.571,"2020-10-23_A130",NA,NA,NA,NA,NA,NA,NA,NA,"2020-10-30","U44","3","3","NH4","Pathogen",0.549,"2020-10-30_A130","2020-11-06","U44","2","3","NH4","Pathogen",0.6,"2020-11-06_A130"
"A131","2020-08-12","U44","11","8","NH4","Placebo",0.691,"2020-08-12_A131","2020-09-02","U44","2","8","NH4","Placebo",0.695,"2020-09-02_A131","2020-09-11","U44","2","8","NH4","Placebo",0.654,"2020-09-11_A131","2020-09-18","U44","8","8","NH4","Placebo",0.643,"2020-09-18_A131","2020-09-22","U44","8","8","NH4","Placebo",0.611,"2020-09-22_A131","2020-09-25","U44","8","8","NH4","Placebo",0.625,"2020-09-25_A131","2020-10-02","U44","8","8","NH4","Placebo",0.624,"2020-10-02_A131","2020-10-09","U44","8","8","NH4","Placebo",0.609,"2020-10-09_A131","2020-10-15","U44","8","8","NH4","Placebo",0.604,"2020-10-15_A131","2020-10-23","U44","8","8","NH4","Placebo",0.608,"2020-10-23_A131",NA,NA,NA,NA,NA,NA,NA,NA,"2020-10-30","U44","8","8","NH4","Placebo",0.549,"2020-10-30_A131","2020-11-06","U44","6","8","NH4","Placebo",0.538,"2020-11-06_A131"
"A132","2020-08-12","U44","11","6","Ambient","Pathogen",0.68,"2020-08-12_A132","2020-09-02","U44","6","6","Ambient","Pathogen",0.664,"2020-09-02_A132","2020-09-11","U44","6","6","Ambient","Pathogen",0.649,"2020-09-11_A132","2020-09-18","U44","6","6","Ambient","Pathogen",0.645,"2020-09-18_A132","2020-09-22","U44","6","6","Ambient","Pathogen",0.62,"2020-09-22_A132","2020-09-25","U44","6","6","Ambient","Pathogen",0.632,"2020-09-25_A132","2020-10-02","U44","6","6","Ambient","Pathogen",0.617,"2020-10-02_A132","2020-10-09","U44","6","6","Ambient","Pathogen",0.588,"2020-10-09_A132","2020-10-15","U44","2","6","Ambient","Pathogen",0.613,"2020-10-15_A132","2020-10-23","U44","2","6","Ambient","Pathogen",0.618,"2020-10-23_A132","2020-10-29","U44","2","6","Ambient","Pathogen",0,"2020-10-29_A132","2020-10-30","U44","2","6","Ambient","Pathogen",0.544,"2020-10-30_A132",NA,NA,NA,NA,NA,NA,NA,NA
"A133","2020-08-12","U44","11","2","Ambient","Pathogen",0.681,"2020-08-12_A133","2020-09-02","U44","8","2","Ambient","Pathogen",0.658,"2020-09-02_A133","2020-09-11","U44","8","2","Ambient","Pathogen",0.66,"2020-09-11_A133","2020-09-18","U44","2","2","Ambient","Pathogen",0.643,"2020-09-18_A133","2020-09-22","U44","2","2","Ambient","Pathogen",0.618,"2020-09-22_A133","2020-09-25","U44","2","2","Ambient","Pathogen",0.602,"2020-09-25_A133","2020-10-02","U44","2","2","Ambient","Pathogen",0.566,"2020-10-02_A133","2020-10-09","U44","2","2","Ambient","Pathogen",0.626,"2020-10-09_A133","2020-10-15","U44","2","2","Ambient","Pathogen",0.613,"2020-10-15_A133","2020-10-23","U44","2","2","Ambient","Pathogen",0.529,"2020-10-23_A133","2020-10-29","U44","2","2","Ambient","Pathogen",0,"2020-10-29_A133","2020-10-30","U44","2","2","Ambient","Pathogen",0.535,"2020-10-30_A133",NA,NA,NA,NA,NA,NA,NA,NA
"A134","2020-08-12","U44","11","8","NH4","Placebo",0.683,"2020-08-12_A134","2020-09-02","U44","2","8","NH4","Placebo",0.68,"2020-09-02_A134","2020-09-11","U44","2","8","NH4","Placebo",0.664,"2020-09-11_A134","2020-09-18","U44","8","8","NH4","Placebo",0.578,"2020-09-18_A134","2020-09-22","U44","8","8","NH4","Placebo",0.606,"2020-09-22_A134","2020-09-25","U44","8","8","NH4","Placebo",0.595,"2020-09-25_A134","2020-10-02","U44","8","8","NH4","Placebo",0.609,"2020-10-02_A134","2020-10-09","U44","8","8","NH4","Placebo",0.584,"2020-10-09_A134","2020-10-15","U44","8","8","NH4","Placebo",0.574,"2020-10-15_A134","2020-10-23","U44","8","8","NH4","Placebo",0.554,"2020-10-23_A134",NA,NA,NA,NA,NA,NA,NA,NA,"2020-10-30","U44","8","8","NH4","Placebo",0.567,"2020-10-30_A134","2020-11-06","U44","6","8","NH4","Placebo",0.532,"2020-11-06_A134"
"A141","2020-08-12","U44","11","Holding","Extra","Extra",0.683,"2020-08-12_A141",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A148","2020-08-12","U44","11","Holding","Extra","Extra",0.638,"2020-08-12_A148",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
